Maker,Fuel Type,Vehicle Category,State,RTO Name,RTO Code,Year,Month,Sales
MAHINDRA & MAHINDRA LIMITED,DUAL DIESEL/LNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,DUAL DIESEL/LNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,DUAL DIESEL/LNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,ELECTRIC(BOV),MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,ELECTRIC(BOV),MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,ELECTRIC(BOV),MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,ELECTRIC(BOV),MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,ETHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,LNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,LNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,LNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,LNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,LPG ONLY,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,METHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,METHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,METHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,METHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,6
MAHINDRA & MAHINDRA LIMITED,PETROL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,12
TATA MOTORS PASSENGER VEHICLES LTD,PETROL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,3
HYUNDAI MOTOR INDIA LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/CNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,2
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/LPG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PLUG-IN HYBRID EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PLUG-IN HYBRID EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PLUG-IN HYBRID EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PLUG-IN HYBRID EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PURE EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PURE EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PURE EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PURE EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,SOLAR,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,SOLAR,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,SOLAR,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,SOLAR,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,STRONG HYBRID EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,STRONG HYBRID EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
MARUTI SUZUKI INDIA LTD,STRONG HYBRID EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,STRONG HYBRID EV,MOTOR CAR,Punjab(96),SDM MORINDA,PB87,2024,MAR,0
