Maker,Fuel Type,Vehicle Category,State,RTO Name,RTO Code,Year,Month,Sales
HYUNDAI MOTOR INDIA LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MG MOTOR INDIA PVT LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MG MOTOR INDIA PVT LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,FUEL CELL HYDROGEN,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MG MOTOR INDIA PVT LTD,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,LNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MG MOTOR INDIA PVT LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,LPG ONLY,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MG MOTOR INDIA PVT LTD,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MG MOTOR INDIA PVT LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,NOT APPLICABLE,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,1
HYUNDAI MOTOR INDIA LTD,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,22
KIA INDIA PRIVATE LIMITED,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,4
MAHINDRA & MAHINDRA LIMITED,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,1
MARUTI SUZUKI INDIA LTD,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,38
MG MOTOR INDIA PVT LTD,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,1
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,1
TATA MOTORS PASSENGER VEHICLES LTD,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,6
TATA PASSENGER ELECTRIC MOBILITY LTD,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,PETROL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,1
HONDA CARS INDIA LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,4
MG MOTOR INDIA PVT LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,PETROL/CNG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MG MOTOR INDIA PVT LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,PETROL/ETHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,11
MG MOTOR INDIA PVT LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,PETROL/HYBRID,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,3
HONDA CARS INDIA LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MG MOTOR INDIA PVT LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA MOTORS PASSENGER VEHICLES LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TATA PASSENGER ELECTRIC MOBILITY LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
TOYOTA KIRLOSKAR MOTOR PVT LTD,PETROL/LPG,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HONDA CARS INDIA LTD,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
HYUNDAI MOTOR INDIA LTD,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
KIA INDIA PRIVATE LIMITED,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MAHINDRA & MAHINDRA LIMITED,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
MARUTI SUZUKI INDIA LTD,PETROL/METHANOL,MOTOR CAR,Punjab(96),SDM RAJPURA,PB39,2024,MAR,0
